#bike_id|station_id
Bike-126|04c1f418a16200483f9ff8d36ffbea54
Bike-095|04d2405659301888532b220530bf6ab7
Bike-085|04d2405659301888532b220530bf6ab7
Bike-097|04d2405659301888532b220530bf6ab7
Bike-041|04d2405659301888532b220530bf6ab7
Bike-034|04d2405659301888532b220530bf6ab7
Bike-229|04d2405659301888532b220530bf6ab7
Bike-114|04d2405659301888532b220530bf6ab7
Bike-081|04d2405659301888532b220530bf6ab7
Bike-017|04d2405659301888532b220530bf6ab7
Bike-134|04d2405659301888532b220530bf6ab7
Bike-007|04d2405659301888532b220530bf6ab7
Bike-089|04d2405659301888532b220530bf6ab7
Bike-043|04d2405659301888532b220530bf6ab7
Bike-139|080233252e62b5c4a5f651f1b69e7eff
Bike-193|080233252e62b5c4a5f651f1b69e7eff
Bike-163|080233252e62b5c4a5f651f1b69e7eff
Bike-216|080233252e62b5c4a5f651f1b69e7eff
Bike-128|080233252e62b5c4a5f651f1b69e7eff
Bike-108|080233252e62b5c4a5f651f1b69e7eff
Bike-103|080233252e62b5c4a5f651f1b69e7eff
Bike-249|080233252e62b5c4a5f651f1b69e7eff
Bike-206|080233252e62b5c4a5f651f1b69e7eff
Bike-159|080233252e62b5c4a5f651f1b69e7eff
Bike-190|080233252e62b5c4a5f651f1b69e7eff
Bike-160|080233252e62b5c4a5f651f1b69e7eff
Bike-154|080233252e62b5c4a5f651f1b69e7eff
Bike-143|080233252e62b5c4a5f651f1b69e7eff
Bike-116|080233252e62b5c4a5f651f1b69e7eff
Bike-062|084523f98844ad705e48d34b3d667865
Bike-072|084523f98844ad705e48d34b3d667865
Bike-029|084523f98844ad705e48d34b3d667865
Bike-003|084523f98844ad705e48d34b3d667865
Bike-273|084523f98844ad705e48d34b3d667865
Bike-119|084523f98844ad705e48d34b3d667865
Bike-088|084523f98844ad705e48d34b3d667865
Bike-287|084523f98844ad705e48d34b3d667865
Bike-268|084523f98844ad705e48d34b3d667865
Bike-285|084523f98844ad705e48d34b3d667865
Bike-187|084523f98844ad705e48d34b3d667865
Bike-221|086561ce0bc3e36a81eb90e26d0bc610
Bike-156|086561ce0bc3e36a81eb90e26d0bc610
Bike-013|086561ce0bc3e36a81eb90e26d0bc610
Bike-169|086561ce0bc3e36a81eb90e26d0bc610
Bike-179|086561ce0bc3e36a81eb90e26d0bc610
Bike-047|086561ce0bc3e36a81eb90e26d0bc610
Bike-294|086561ce0bc3e36a81eb90e26d0bc610
Bike-184|086561ce0bc3e36a81eb90e26d0bc610
Bike-256|0894812b21c0802c56c0fcdcf203e18d
Bike-069|0894812b21c0802c56c0fcdcf203e18d
Bike-212|0894812b21c0802c56c0fcdcf203e18d
Bike-032|0894812b21c0802c56c0fcdcf203e18d
Bike-025|0894812b21c0802c56c0fcdcf203e18d
Bike-292|0894812b21c0802c56c0fcdcf203e18d
Bike-165|0894812b21c0802c56c0fcdcf203e18d
Bike-148|0894812b21c0802c56c0fcdcf203e18d
Bike-223|0894812b21c0802c56c0fcdcf203e18d
Bike-194|0894812b21c0802c56c0fcdcf203e18d
Bike-280|0894812b21c0802c56c0fcdcf203e18d
Bike-252|0894812b21c0802c56c0fcdcf203e18d
Bike-010|0894812b21c0802c56c0fcdcf203e18d
Bike-150|0894812b21c0802c56c0fcdcf203e18d
Bike-277|0894812b21c0802c56c0fcdcf203e18d
Bike-272|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-238|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-140|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-147|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-281|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-282|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-132|08d2c0fa3b24ab7c8cee1149ce4df3d7
Bike-299|08f3770880c755e9b32c907b53690d71
Bike-123|08f3770880c755e9b32c907b53690d71
Bike-022|08f3770880c755e9b32c907b53690d71
Bike-104|08f3770880c755e9b32c907b53690d71
Bike-218|08f3770880c755e9b32c907b53690d71
Bike-117|08f3770880c755e9b32c907b53690d71
Bike-198|08f3770880c755e9b32c907b53690d71
Bike-044|09257dd0300decf3aa34145b7988dbba
Bike-182|09257dd0300decf3aa34145b7988dbba
Bike-070|09257dd0300decf3aa34145b7988dbba
Bike-067|09257dd0300decf3aa34145b7988dbba
Bike-083|09257dd0300decf3aa34145b7988dbba
Bike-176|09257dd0300decf3aa34145b7988dbba
Bike-040|09257dd0300decf3aa34145b7988dbba
Bike-138|09257dd0300decf3aa34145b7988dbba
Bike-173|092ea1f184d8d1755f3a5a91104916fe
Bike-112|092ea1f184d8d1755f3a5a91104916fe
Bike-266|092ea1f184d8d1755f3a5a91104916fe
Bike-293|092ea1f184d8d1755f3a5a91104916fe
Bike-233|092ea1f184d8d1755f3a5a91104916fe
Bike-225|092ea1f184d8d1755f3a5a91104916fe
Bike-021|092ea1f184d8d1755f3a5a91104916fe
Bike-191|092ea1f184d8d1755f3a5a91104916fe
Bike-228|092ea1f184d8d1755f3a5a91104916fe
Bike-291|092ea1f184d8d1755f3a5a91104916fe
Bike-241|092ea1f184d8d1755f3a5a91104916fe
Bike-115|092ea1f184d8d1755f3a5a91104916fe
Bike-253|092ea1f184d8d1755f3a5a91104916fe
Bike-015|092ea1f184d8d1755f3a5a91104916fe
Bike-100|092ea1f184d8d1755f3a5a91104916fe
Bike-297|092ea1f184d8d1755f3a5a91104916fe
Bike-064|092ea1f184d8d1755f3a5a91104916fe
Bike-202|092ea1f184d8d1755f3a5a91104916fe
Bike-217|09734124b93865e145f57da0e1a8a096
Bike-155|09734124b93865e145f57da0e1a8a096
Bike-208|09734124b93865e145f57da0e1a8a096
Bike-162|09734124b93865e145f57da0e1a8a096
Bike-135|09734124b93865e145f57da0e1a8a096
Bike-275|09734124b93865e145f57da0e1a8a096
Bike-161|09734124b93865e145f57da0e1a8a096
Bike-177|09734124b93865e145f57da0e1a8a096
Bike-219|09734124b93865e145f57da0e1a8a096
Bike-098|09734124b93865e145f57da0e1a8a096
Bike-174|09734124b93865e145f57da0e1a8a096
Bike-262|09ca480f42e8a372dae53bc4137e7038
Bike-110|09ca480f42e8a372dae53bc4137e7038
Bike-178|09ca480f42e8a372dae53bc4137e7038
Bike-166|09ca480f42e8a372dae53bc4137e7038
Bike-075|09ca480f42e8a372dae53bc4137e7038
Bike-301|09cb8fd9f4b645c6115ab159cf8451aa
Bike-302|09cb8fd9f4b645c6115ab159cf8451aa
Bike-303|09cb8fd9f4b645c6115ab159cf8451aa
Bike-304|09cb8fd9f4b645c6115ab159cf8451aa
Bike-305|09cb8fd9f4b645c6115ab159cf8451aa
Bike-306|09cb8fd9f4b645c6115ab159cf8451aa
Bike-307|09cb8fd9f4b645c6115ab159cf8451aa
Bike-308|09cb8fd9f4b645c6115ab159cf8451aa
Bike-309|09cb8fd9f4b645c6115ab159cf8451aa
Bike-310|09cb8fd9f4b645c6115ab159cf8451aa
Bike-311|09cb8fd9f4b645c6115ab159cf8451aa
Bike-312|09cb8fd9f4b645c6115ab159cf8451aa
Bike-313|09cb8fd9f4b645c6115ab159cf8451aa
Bike-314|09cb8fd9f4b645c6115ab159cf8451aa
